"","...1","...2","Study_ID","Site_ID","broad_outcome","detailed_outcome","is_subset","Highest_taxonomic_resolution","trophic_group","trophic_assigned","sampling_method","sampling_month","sampling_season","disturbance_type","comparison_type","disturbance_av","control_av","disturbance_av_before","control_av_before","dist_var","control_var","dist_var_before","control_var_before","var_type","dist_n","control_n","significant","approx_p_val","exact_p_val","sample_area","sampling_depth","perc_during_dist","perc_annual_dist","time_after_dist_start","time_after_dist_end","TN","SOC","soil_moisture","phylum","Taxa_Class","Taxa_subclass","superorder","Taxa_order","Functional_group_size","total_carbon","bulk_density","available_WSC","clay","sand","silt","ph","organic_carbon","lat","lon","forest_type","deciduous_coniferous","plantation","plot_area","mean_annual_precipitation","mean_annual_temperature","soil_pH","soil_type","temp_bio","precip_bio","sand_usda","silt_usda","clay_usda","temp","precip","trophic_all","temp.1","precip.1","precip_seasonality","temp_seasonality","aridity"
"84","355","84","Krashevska_2012a","Krashevska_2012a_1","abundance",NA,"FALSE","Testate amoebae",NA,NA,"Cobb's decanting and sieving method","September","Autumn","drought","undisturbed vs disturbed",10,1194,NA,NA,20,645,NA,NA,"SE",4,4,"TRUE","<0.05",NA,78.5,5,100,100,456.25,NA,NA,NA,175,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,2200,19.4,4,NA,15.8999996185303,1294,NA,NA,NA,19.4,2200,NA,15.8999996185303,129.4,18,403,1.72025008505799
"85","356","85","Krashevska_2012a","Krashevska_2012a_1","abundance",NA,"FALSE","Testate amoebae",NA,NA,NA,"September","Autumn","drought","undisturbed vs disturbed",14,55,NA,NA,27,102,NA,NA,"SE",4,4,"FALSE",">0.05",NA,78.5,5,100,100,456.25,NA,NA,NA,175,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,2200,19.4,4,NA,15.8999996185303,1294,NA,NA,NA,19.4,2200,NA,15.8999996185303,129.4,18,403,1.72025008505799
"86","357","86","Krashevska_2012a","Krashevska_2012a_1","abundance",NA,"FALSE","Testate amoebae",NA,NA,NA,"September","Autumn","drought","undisturbed vs disturbed",1268,5678,NA,NA,986,3587,NA,NA,"SE",4,4,"FALSE",">0.06",NA,78.5,5,100,100,456.25,NA,NA,NA,175,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,2200,19.4,4,NA,15.8999996185303,1294,NA,NA,NA,19.4,2200,NA,15.8999996185303,129.4,18,403,1.72025008505799
"87","358","87","Krashevska_2012a","Krashevska_2012a_2","abundance",NA,"FALSE","Testate amoebae",NA,NA,NA,"September","Autumn","drought","undisturbed vs disturbed",87,1263,NA,NA,95,609,NA,NA,"SE",4,4,"TRUE","<0.05",NA,78.5,5,100,100,456.25,NA,NA,NA,495,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,3500,15.7,3.9,NA,15.8999996185303,1294,NA,NA,NA,15.7,3500,NA,15.8999996185303,129.4,18,403,1.72025008505799
"88","359","88","Krashevska_2012a","Krashevska_2012a_2","abundance",NA,"FALSE","Testate amoebae",NA,NA,NA,"September","Autumn","drought","undisturbed vs disturbed",193,0,NA,NA,22,NA,NA,NA,"SE",4,4,"FALSE",">0.08",NA,78.5,5,100,100,456.25,NA,NA,NA,495,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,3500,15.7,3.9,NA,15.8999996185303,1294,NA,NA,NA,15.7,3500,NA,15.8999996185303,129.4,18,403,1.72025008505799
"89","360","89","Krashevska_2012a","Krashevska_2012a_2","abundance",NA,"FALSE","Testate amoebae",NA,NA,NA,"September","Autumn","drought","undisturbed vs disturbed",4422,4012,NA,NA,3407,1689,NA,NA,"SE",4,4,"FALSE",">0.09",NA,78.5,5,100,100,456.25,NA,NA,NA,495,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,3500,15.7,3.9,NA,15.8999996185303,1294,NA,NA,NA,15.7,3500,NA,15.8999996185303,129.4,18,403,1.72025008505799
"90","361","92","Krashevska_2012a","Krashevska_2012a_3","abundance",NA,"FALSE","Testate amoebae",NA,NA,NA,"September","Autumn","drought","undisturbed vs disturbed",243,1364,NA,NA,156,357,NA,NA,"SE",4,4,"TRUE","<0.05",NA,78.5,5,100,100,456.25,NA,NA,NA,451,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,4500,9.4,3.6,NA,15.8999996185303,1294,NA,NA,NA,9.4,4500,NA,15.8999996185303,129.4,18,403,1.72025008505799
"91","362","93","Krashevska_2012a","Krashevska_2012a_3","abundance",NA,"FALSE","Testate amoebae",NA,NA,NA,"September","Autumn","drought","undisturbed vs disturbed",392,12,NA,NA,193,14,NA,NA,"SE",4,4,"TRUE","<0.05",NA,78.5,5,100,100,456.25,NA,NA,NA,451,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,4500,9.4,3.6,NA,15.8999996185303,1294,NA,NA,NA,9.4,4500,NA,15.8999996185303,129.4,18,403,1.72025008505799
"92","363","94","Krashevska_2012a","Krashevska_2012a_3","abundance",NA,"FALSE","Testate amoebae",NA,NA,NA,"September","Autumn","drought","undisturbed vs disturbed",3555,1905,NA,NA,1224,727,NA,NA,"SE",4,4,"FALSE",">0.1",NA,78.5,5,100,100,456.25,NA,NA,NA,451,NA,NA,NA,NA,NA,"microfauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,4500,9.4,3.6,NA,15.8999996185303,1294,NA,NA,NA,9.4,4500,NA,15.8999996185303,129.4,18,403,1.72025008505799
"93","103","90","Krashevska_2012a","Krashevska_2012a_2","abundance",NA,"FALSE","Collembola",NA,"fungivore",NA,NA,"Spring","drought","undisturbed vs disturbed",24.57337884,65.80204778,NA,NA,3.549488055,5.733788396,NA,NA,"SE",24,24,NA,NA,NA,78.5,10,100,100,182.5,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,3500,15.7,3.9,NA,15.8999996185303,1294,NA,NA,NA,15.7,3500,"fungivore",15.8999996185303,129.4,18,403,1.72025008505799
"94","104","91","Krashevska_2012a","Krashevska_2012a_2","abundance",NA,"FALSE","Collembola",NA,"fungivore",NA,NA,"Spring","drought","undisturbed vs disturbed",14.47098976,65.80204778,NA,NA,1.638225256,5.733788396,NA,NA,"SE",24,24,NA,NA,NA,78.5,10,100,100,30,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",6.942,1.3,1,24,43,33,5.3,1.78,-3.975,-79.07361111,"tropical rainforest","mixed","FALSE",2.25,3500,15.7,3.9,NA,15.8999996185303,1294,NA,NA,NA,15.7,3500,"fungivore",15.8999996185303,129.4,18,403,1.72025008505799
"95","105","95","Kuperman_2002a","Kuperman_2002a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore",NA,NA,"Spring","drought","undisturbed vs disturbed",42.8668942,25.66552901,NA,NA,6.825938567,3.822525597,NA,NA,"SE",24,24,NA,NA,NA,78.5,10,100,100,182.5,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,1,20,41,39,5.1,1.45,38.717428,-83.446694,"temperate seasonal forest","deciduous","FALSE",NA,NA,NA,4.55,"silty loam",11.6999998092651,1093,35,81,13.5,11.6999998092651,1093,"fungivore",11.6999998092651,109.3,16,8586,1.53536164819137
"96","106","96","Kuperman_2002a","Kuperman_2002a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore",NA,NA,"Spring","drought","undisturbed vs disturbed",15.56313993,25.66552901,NA,NA,15.56313993,3.822525597,NA,NA,"SE",24,24,NA,NA,NA,78.5,10,NA,NA,30,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,1,20,41,39,5.1,1.45,38.717428,-83.446694,"temperate seasonal forest","deciduous","FALSE",NA,NA,NA,4.55,"silty loam",11.6999998092651,1093,35,81,13.5,11.6999998092651,1093,"fungivore",11.6999998092651,109.3,16,8586,1.53536164819137
"97","107","97","Kuperman_2002a","Kuperman_2002a_3","abundance",NA,"FALSE","Collembola",NA,"fungivore",NA,NA,"Spring","drought","undisturbed vs disturbed",15.83617747,53.7883959,NA,NA,3.549488055,5.187713311,NA,NA,"SE",24,24,NA,NA,NA,78.5,10,100,100,182.5,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.4932,1.42,1,21,47,32,6.2,0.82,37.628727,-89.158503,"temperate seasonal forest","deciduous","FALSE",NA,NA,NA,6.5,"silty loam",13,1159,35,81,13.5,13,1159,"fungivore",13,115.9,16,8980,1.54186306279554
"98","108","98","Kuperman_2002a","Kuperman_2002a_3","abundance",NA,"FALSE","Collembola",NA,"fungivore",NA,NA,"Spring","drought","undisturbed vs disturbed",3.003412969,53.7883959,NA,NA,0.273037543,5.187713311,NA,NA,"SE",24,24,NA,NA,NA,78.5,10,NA,NA,30,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.4932,1.42,1,21,47,32,6.2,0.82,37.628727,-89.158503,"temperate seasonal forest","deciduous","FALSE",NA,NA,NA,6.5,"silty loam",13,1159,35,81,13.5,13,1159,"fungivore",13,115.9,16,8980,1.54186306279554
"99","251","99","Landesman_2011a","Landesman_2011a_1","abundance",NA,"FALSE","Nematoda",NA,NA,"Cobb's decanting and sieving method","September","Autumn","drought","undisturbed vs disturbed",12.60869565,105.6521739,NA,NA,10,13.47826087,NA,NA,"SE",4,4,"TRUE","<0.05",NA,NA,3,100,100,425,NA,NA,NA,NA,"Nematoda",NA,NA,NA,NA,"microfauna",8.5272,1.36,3,4,85,11,4.5,2.09,39.957455,-74.627963,"temperate seasonal forest","mixed","FALSE",4.75,1344,NA,4.4,"sandy",11.6999998092651,1125,93,7,5,11.6999998092651,1344,NA,11.6999998092651,112.5,13,8446,1.45367001685319
"100","252","100","Landesman_2011a","Landesman_2011a_1","abundance",NA,"FALSE","Nematoda",NA,NA,"Cobb's decanting and sieving method","September","Autumn","precip_inc","undisturbed vs disturbed",53.47826087,105.6521739,NA,NA,8.695652174,13.47826087,NA,NA,"SE",4,4,"TRUE","<0.05",NA,NA,3,100,100,425,NA,NA,NA,NA,"Nematoda",NA,NA,NA,NA,"microfauna",8.5272,1.36,3,4,85,11,4.5,2.09,39.957455,-74.627963,"temperate seasonal forest","mixed","FALSE",4.75,1344,NA,4.4,"sandy",11.6999998092651,1125,93,7,5,11.6999998092651,1344,NA,11.6999998092651,112.5,13,8446,1.45367001685319
"101","253","101","Landesman_2011a","Landesman_2011a_1","abundance",NA,"FALSE","Nematoda",NA,NA,"Cobb's decanting and sieving method","September","Autumn","precip_inc","undisturbed vs disturbed",100,105.6521739,NA,NA,16.52173913,13.47826087,NA,NA,"SE",4,4,"FALSE",">0.05",NA,NA,3,200,200,425,NA,NA,NA,NA,"Nematoda",NA,NA,NA,NA,"microfauna",8.5272,1.36,3,4,85,11,4.5,2.09,39.957455,-74.627963,"temperate seasonal forest","mixed","FALSE",4.75,1344,NA,4.4,"sandy",11.6999998092651,1125,93,7,5,11.6999998092651,1344,NA,11.6999998092651,112.5,13,8446,1.45367001685319
"102","33","106","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Araneida",NA,"predator","pitfall traps","August","Summer","drought","undisturbed vs disturbed",3.214545455,2.374545455,NA,NA,0.941818182,0.712727273,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,100,100,21,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,NA,"Araneae","macrofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"predator",12.8999996185303,119.4,14,8382,1.44849697293707
"103","34","107","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Araneida",NA,"predator","pitfall traps","August","Summer","drought","undisturbed vs disturbed",4.232727273,2.603636364,NA,NA,0.56,0.941818182,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,100,100,28,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,NA,"Araneae","macrofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"predator",12.8999996185303,119.4,14,8382,1.44849697293707
"104","35","108","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Araneida",NA,"predator","pitfall traps","August","Summer","drought","undisturbed vs disturbed",5.632727273,4.232727273,NA,NA,1.501818182,0.941818182,NA,NA,"SE",5,5,"TRUE","<0.05",0.043,63.62,NA,100,100,46,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,NA,"Araneae","macrofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"predator",12.8999996185303,119.4,14,8382,1.44849697293707
"105","36","109","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Araneida",NA,"predator","pitfall traps","September","Summer","drought","undisturbed vs disturbed",4.64,2.4,NA,NA,0.916363636,0.254545455,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,100,100,58,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,NA,"Araneae","macrofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"predator",12.8999996185303,119.4,14,8382,1.44849697293707
"106","109","102","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","pitfall traps","August","Summer","drought","undisturbed vs disturbed",54.7826087,148.115942,NA,NA,13.1884058,22.31884058,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,100,100,21,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"fungivore",12.8999996185303,119.4,14,8382,1.44849697293707
"107","110","103","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","pitfall traps","August","Summer","drought","undisturbed vs disturbed",70,153.1884058,NA,NA,13.1884058,22.31884058,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,100,100,28,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"fungivore",12.8999996185303,119.4,14,8382,1.44849697293707
"108","111","104","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","pitfall traps","August","Summer","drought","undisturbed vs disturbed",141.0144928,283.0434783,NA,NA,17.24637681,21.30434783,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,100,100,46,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"fungivore",12.8999996185303,119.4,14,8382,1.44849697293707
"109","112","105","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","pitfall traps","September","Summer","drought","undisturbed vs disturbed",36.52173913,73.04347826,NA,NA,2.028985507,5.072463768,NA,NA,"SE",5,5,"TRUE","<0.001",NA,63.62,NA,100,100,58,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"fungivore",12.8999996185303,119.4,14,8382,1.44849697293707
"110","37","114","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Araneida",NA,"predator","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed",2.374545455,3.214545455,NA,NA,0.712727273,0.941818182,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,200,200,21,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,NA,"Araneae","macrofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"predator",12.8999996185303,119.4,14,8382,1.44849697293707
"111","38","115","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Araneida",NA,"predator","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed",2.603636364,4.232727273,NA,NA,0.941818182,0.56,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,200,200,28,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,NA,"Araneae","macrofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"predator",12.8999996185303,119.4,14,8382,1.44849697293707
"112","39","116","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Araneida",NA,"predator","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed",4.232727273,5.632727273,NA,NA,0.941818182,1.501818182,NA,NA,"SE",5,5,"TRUE","<0.05",0.043,63.62,NA,200,200,46,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,NA,"Araneae","macrofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"predator",12.8999996185303,119.4,14,8382,1.44849697293707
"113","40","117","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Araneida",NA,"predator","pitfall traps","September","Summer","precip_inc","undisturbed vs disturbed",2.4,4.64,NA,NA,0.254545455,0.916363636,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,200,200,58,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,NA,"Araneae","macrofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"predator",12.8999996185303,119.4,14,8382,1.44849697293707
"114","113","110","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed",148.115942,54.7826087,NA,NA,22.31884058,13.1884058,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,200,200,21,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"fungivore",12.8999996185303,119.4,14,8382,1.44849697293707
"115","114","111","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed",153.1884058,70,NA,NA,22.31884058,13.1884058,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,200,200,28,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"fungivore",12.8999996185303,119.4,14,8382,1.44849697293707
"116","115","112","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","pitfall traps","August","Summer","precip_inc","undisturbed vs disturbed",283.0434783,141.0144928,NA,NA,21.30434783,17.24637681,NA,NA,"SE",5,5,NA,NA,NA,63.62,NA,200,200,46,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"fungivore",12.8999996185303,119.4,14,8382,1.44849697293707
"117","116","113","Lensing_2005a","Lensing_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","pitfall traps","September","Summer","precip_inc","undisturbed vs disturbed",73.04347826,36.52173913,NA,NA,5.072463768,2.028985507,NA,NA,"SE",5,5,"TRUE","<0.001",NA,63.62,NA,200,200,58,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.719113,-84.338822,"temperate seasonal forest","deciduous","FALSE",4,NA,NA,NA,NA,12.8999996185303,1194,NA,NA,NA,12.8999996185303,1194,"fungivore",12.8999996185303,119.4,14,8382,1.44849697293707
"118","117","120","Lindberg_2002a","Lindberg_2002a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","high-gradient canister","October","Autumn","drought","undisturbed vs disturbed",12800,38000,NA,NA,7800,6300,NA,NA,"SE",4,4,"FALSE",">0.05",NA,100,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"fungivore",7,86.1,23,6367,2.16790212616664
"119","118","124","Lindberg_2002a","Lindberg_2002a_1","evenness",NA,"FALSE","Collembola",NA,"fungivore","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",0.51,0.69,NA,NA,NA,NA,NA,NA,NA,4,4,"FALSE",">0.05",NA,100,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"fungivore",7,86.1,23,6367,2.16790212616664
"120","119","126","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","fishers alpha","FALSE","Collembola",NA,"fungivore","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",2.41,2.34,NA,NA,NA,NA,NA,NA,NA,4,4,"FALSE",">0.05",NA,100,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"fungivore",7,86.1,23,6367,2.16790212616664
"121","120","128","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","shannon wiener","FALSE","Collembola",NA,"fungivore","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",1.22,1.85,NA,NA,NA,NA,NA,NA,NA,4,4,"FALSE",">0.05",NA,100,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"fungivore",7,86.1,23,6367,2.16790212616664
"122","121","130","Lindberg_2002a","Lindberg_2002a_1","alpha diversity","simpsons index","FALSE","Collembola",NA,"fungivore","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",12,15,NA,NA,0.6,0.8,NA,NA,"SE",4,4,"TRUE","<0.05",NA,100,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"fungivore",7,86.1,23,6367,2.16790212616664
"123","179","121","Lindberg_2002a","Lindberg_2002a_1","abundance",NA,"FALSE","Enchytraeidae","omnivore",NA,"baerman funnel","October","Autumn","drought","undisturbed vs disturbed",3300,36600,NA,NA,1900,8700,NA,NA,"SE",4,4,"TRUE","<0.05",NA,15.9,15,70,35,2555,NA,NA,NA,0.401515152,"Annelidae","Clitellata",NA,NA,"Haplotaxida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"omnivore",7,86.1,23,6367,2.16790212616664
"124","187","122","Lindberg_2002a","Lindberg_2002a_1","abundance",NA,"FALSE","Macroarthropods","predator",NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",190,860,NA,NA,70,100,NA,NA,"SE",4,4,"TRUE","<0.05",NA,100,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda",NA,NA,NA,NA,"macrofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"125","216","119","Lindberg_2002a","Lindberg_2002a_1","abundance",NA,"FALSE","Mesostigmata",NA,"predator","high-gradient canister","October","Autumn","drought","undisturbed vs disturbed",2100,7400,NA,NA,430,690,NA,NA,"SE",4,4,"FALSE",">0.05",NA,100,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"126","295","118","Lindberg_2002a","Lindberg_2002a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"high-gradient canister","October","Autumn","drought","undisturbed vs disturbed",70200,220000,NA,NA,33800,32600,NA,NA,"SE",4,4,"TRUE","<0.05",NA,100,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
